Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
27,"GC Maia, J Vieira dos Santos","MiCA and DeFi ('Proposal for a Regulation on Market in Crypto-Assets' and'Decentralised Finance')",2021,"… article in"" Blockchain and the law …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3875355","https://scholar.google.com/scholar?cites=15021696710430692149&as_sdt=2005&sciodt=0,5&hl=en",395,"2024-07-30 23:13:48","","","","",,,,,27,9.00,14,2,3,"This paper aims to analyze the relation between the proposal for a Regulation on Markets in Crypto-assets (MiCA), an element of the Digital Finance Package of the European …","https://cije.up.pt/client/files/0000000001/4-guilherme-maia_1922.pdf","https://scholar.google.com/scholar?q=related:NRPg3JHJd9AJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
36,"YC Lo, F Medda","Uniswap and the Emergence of the Decentralized Exchange",2021,"Journal of financial market infrastructures","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3715398","https://scholar.google.com/scholar?cites=11117364084533573131&as_sdt=2005&sciodt=0,5&hl=en",396,"2024-07-30 23:13:48","","","","",,,,,36,12.00,18,2,3,"… been critical to the creation of decentralized building blocks, known as primitives. Uniswap is one of the primitives of the wider space known as Decentralized Finance (DeFi). Multicoin …","https://mpra.ub.uni-muenchen.de/103925/1/MPRA_paper_103925.pdf","https://scholar.google.com/scholar?q=related:CzZPibvPSJoJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"M Barczentewicz, AF Sarch, N Vasan","Battle of the Crypto Bots: Automated Transaction Copying in Decentralized Finance",2023,"University of Pennsylvania …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4411448","",397,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,3,1,"… Grounding our argument in the longstanding property law canon that the law does not “protect the chase,”19 as well as the publicness and highly competitive nature of DeFi markets, we …","https://openresearch.surrey.ac.uk/view/pdfCoverPage?instCode=44SUR_INST&filePid=13177400880002346&download=true","https://scholar.google.com/scholar?q=related:ixeAzRHX_RkJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
4,"VB Pham, TD Trinh","Analysis model for decentralized lending protocols",2022,"Proceedings of the 11th International Symposium …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3568562.3568650","https://scholar.google.com/scholar?cites=519680720936447578&as_sdt=2005&sciodt=0,5&hl=en",398,"2024-07-30 23:13:48","","10.1145/3568562.3568650","","",,,,,4,2.00,2,2,2,"… (decentralized applications) have been developed on this chain to create decentralized finance (DeFi) [18] … DeFi eliminates intermediaries (eg, traditional banks or credit institutions) by …","","https://scholar.google.com/scholar?q=related:Wi4JwNxGNgcJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
13,"J Lockl, JC Stoetzer","Trust-free banking missed the point: The effect of distrust in banks on the adoption of decentralized finance",2021,"","eref.uni-bayreuth.de","https://eref.uni-bayreuth.de/65044/","https://scholar.google.com/scholar?cites=6270569352710953908&as_sdt=2005&sciodt=0,5&hl=en",399,"2024-07-30 23:13:48","","","","",,,,,13,4.33,7,2,3,"… brought a new paradigm called Decentralized Finance. Employing a modified technology … consumer’s behavioral intention to use Decentralized Finance. Empirical data from our survey …","","https://scholar.google.com/scholar?q=related:tJvJd5qJBVcJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
4,"D Alsagheer, L Xu, W Shi","Decentralized machine learning governance: Overview, opportunities, and challenges",2023,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10238468/","https://scholar.google.com/scholar?cites=12065896444702981022&as_sdt=2005&sciodt=0,5&hl=en",400,"2024-07-30 23:13:48","","","","",,,,,4,4.00,1,3,1,"… ML governance encompassing ML value chain management, decentralized identity for … , decentralized decision-making for the ML process, decentralized ML finance, and decentralized …","https://ieeexplore.ieee.org/iel7/6287639/6514899/10238468.pdf","https://scholar.google.com/scholar?q=related:nnsre-OscqcJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
2,"M Bärtl","A statistical examination of utilization trends in decentralized applications",2023,"Frontiers in Blockchain","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fbloc.2023.1206330/full","https://scholar.google.com/scholar?cites=15999175384036897983&as_sdt=2005&sciodt=0,5&hl=en",401,"2024-07-30 23:13:48","HTML","10.3389/fbloc.2023.1206330","","",,,,,2,2.00,2,1,1,"… overall trends, indicating that success in decentralized computing can be sustainable and … disproportionately high number from the decentralized finance (DeFi) category. Furthermore…","https://www.frontiersin.org/articles/10.3389/fbloc.2023.1206330/full","https://scholar.google.com/scholar?q=related:v3SxmD59CN4J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
212,"J Xu, K Paruch, S Cousaert, Y Feng","Sok: Decentralized exchanges (dex) with automated market maker (amm) protocols",2023,"ACM Computing Surveys","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3570639","https://scholar.google.com/scholar?cites=7091596321374591475&as_sdt=2005&sciodt=0,5&hl=en",402,"2024-07-30 23:13:48","","10.1145/3570639","","",,,,,212,212.00,53,4,1,"… As an integral part of the decentralized finance (DeFi) ecosystem, decentralized exchanges (… Finally, we conduct a comprehensive literature review on related work covering both DeFi …","https://arxiv.org/pdf/2103.12732&ved=2ahUKEwjLytOBv-XzAhWL_rsIHXnwDWkQFnoECDwQAQ&usg=AOvVaw33J9baUr0BCOz4cn4xxQLL","https://scholar.google.com/scholar?q=related:89n_CUhpamIJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"C Sachdeva, VP Gangwar, V Grover","Decentralized finance and technology readiness: Unleashing the future of financial innovation",,"Smart Global Value Chain","taylorfrancis.com","https://www.taylorfrancis.com/chapters/edit/10.1201/9781003461432-15/decentralized-finance-technology-readiness-channi-sachdeva-veer-gangwar-veena-grover","",403,"2024-07-30 23:13:48","","10.1201/9781003461432-15","","",,,,,0,0.00,0,3,,"… shift in recent years thanks to decentralized finance, or DeFi. This increased … DeFi customers (Gramlich, Guggenberger, Principato, Schellinger, &Urbach, 2023). DeFi is a decentralized …","","https://scholar.google.com/scholar?q=related:DpAXllZ9mYMJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"K Košťál, MN Bahar, R Gazdík, ...","Advancing Decentralized Finance: A Comprehensive Pool-Based Liquidity Protocol",2023,"2023 Fifth International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10338926/","",404,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,4,1,"… By offering an accessible, versatile, and robust DeFi platform through our pool-based … of decentralized finance and extend its benefits to the broader population. Index Terms—DeFi, …","https://www.researchgate.net/profile/Kristian-Kostal/publication/375496801_Advancing_Decentralized_Finance_A_Comprehensive_Pool-based_Liquidity_Protocol/links/654c9a593fa26f66f4e773a3/Advancing-Decentralized-Finance-A-Comprehensive-Pool-Based-Liquidity-Protocol.pdf","https://scholar.google.com/scholar?q=related:6-rT4fhtz4MJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
55,"S Barrett","Subnational adaptation finance allocation: comparing decentralized and devolved political institutions in Kenya",2015,"Global Environmental Politics","direct.mit.edu","https://direct.mit.edu/glep/article-abstract/15/3/118/14828","https://scholar.google.com/scholar?cites=11251723228766060256&as_sdt=2005&sciodt=0,5&hl=en",405,"2024-07-30 23:13:48","","","","",,,,,55,6.11,55,1,9,"… finance allocation by comparing decentralized and devolved local governance structures managing adaptation finance in … Prior to reforms, funding was directed through decentralized …","https://direct.mit.edu/glep/article-pdf/15/3/118/1817736/glep_a_00314.pdf","https://scholar.google.com/scholar?q=related:4L6ckakmJpwJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
10,"D Ramos, G Zanko","A Review of the Current State of Decentralized Finance as a Subsector of the Cryptocurrency Market",2020,"MobileyourLife. Available at https://www …","mobileyourlife.com","https://www.mobileyourlife.com/s/DeFi_P2_SciPaper_3.pdf","https://scholar.google.com/scholar?cites=17946421475347896148&as_sdt=2005&sciodt=0,5&hl=en",406,"2024-07-30 23:13:48","PDF","","","",,,,,10,2.50,5,2,4,"… In one of our previous releases, we covered certain events that were considered possible catalyzers of a rise in the popularity and relevance of the Decentralized Finance (DeFi) sector …","https://www.mobileyourlife.com/s/DeFi_P2_SciPaper_3.pdf","https://scholar.google.com/scholar?q=related:VJeNYz9_DvkJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
1,"K Kolmykov","Analysis of Decentralization in Governance and Financial Efficiency of Companies: Studying the Relationship in the Field of Decentralized Finance",2023,"arXiv preprint arXiv:2311.02434","arxiv.org","https://arxiv.org/abs/2311.02434","https://scholar.google.com/scholar?cites=12655572341341343631&as_sdt=2005&sciodt=0,5&hl=en",407,"2024-07-30 23:13:48","","","","",,,,,1,1.00,1,1,1,"… the governance of Decentralized Autonomous Organizations … for companies in the decentralized finance (DeFi) sector. Our … and productivity of organizations in the DeFi sector, and …","","https://scholar.google.com/scholar?q=related:j8_oCv6foa8J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
9,"G Kaur, A Habibi Lashkari, I Sharafaldin, ...","Smart contracts and defi security and threats",2023,"… in decentralized finance …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-23340-1_5","https://scholar.google.com/scholar?cites=9505405854340920145&as_sdt=2005&sciodt=0,5&hl=en",408,"2024-07-30 23:13:48","","10.1007/978-3-031-23340-1_5","","",,,,,9,9.00,2,4,1,"… assets to launch costly exploitations that target DeFi protocols. A malicious flash loan attack … multiple DeFi contracts using the borrowed assets to exploit their design flaws. When a DeFi …","","https://scholar.google.com/scholar?q=related:UbPoQUP86YMJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
13,"MV Sigova, IK Klioutchnikov, ...","Approaches to evaluating the function of prediction of decentralized applications",2018,"… and Innovations (IC …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8674453/","https://scholar.google.com/scholar?cites=16665556751227098044&as_sdt=2005&sciodt=0,5&hl=en",409,"2024-07-30 23:13:48","","","","",,,,,13,2.17,4,3,6,"… use in finance – the “personification” of decentralized applications (DApps), … In the theory of finance, the most developed and … In finance, also developed a method of pricing securities in …","","https://scholar.google.com/scholar?q=related:vBMBPZHzR-cJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
1,"V Martinez","The Sherman-Twombly Hard Fork: The Plausibility of Regulating Competition in Decentralized Finance Markets",2022,"Hous. L. Rev.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/hulr60&section=21","https://scholar.google.com/scholar?cites=6001263328900778334&as_sdt=2005&sciodt=0,5&hl=en",410,"2024-07-30 23:13:48","","","","",,,,,1,0.50,1,1,2,"… can be applied to effectively regulate competition in decentralized finance (DeFi) markets. … that to preserve the relevance of antitrust law in DeFi markets as they become increasingly …","https://houstonlawreview.org/article/66221.pdf","https://scholar.google.com/scholar?q=related:Xom1mjPFSFMJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"K Qin, F Zhang","DeFi'23: Workshop on Decentralized Finance and Security",2023,"Proceedings of the 2023 ACM SIGSAC Conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3576915.3624026","",411,"2024-07-30 23:13:48","","10.1145/3576915.3624026","","",,,,,0,0.00,0,2,1,"… Decentralized Finance (DeFi) heralds a transformative moment in the realm of finance, challenging traditional intermediaries with a blockchain-centric blueprint. As DeFi burgeons, the …","","https://scholar.google.com/scholar?q=related:9O4ehVN3iVEJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
4,"X Sun, X Chen, C Stasinakis, G Sermpinis","Voter coalitions and democracy in decentralized finance: Evidence from makerdao",2022,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2210.11203","https://scholar.google.com/scholar?cites=3321586104517630691&as_sdt=2005&sciodt=0,5&hl=en",412,"2024-07-30 23:13:48","","","","",,,,,4,2.00,1,4,2,"… Decentralized Finance (DeFi) encodes the logic of traditional financial systems and benefits … virtue of DeFi, is often questioned. Recently, Carapella et al. (2022) argue that DeFi is not …","https://arxiv.org/pdf/2210.11203","https://scholar.google.com/scholar?q=related:45qlqvakGC4J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
1,"HMAV Gomes","The interconnectedness of decentralized finance with the traditional financial system and potential implications for systemic risk",2022,"","sapientia.ualg.pt","https://sapientia.ualg.pt/handle/10400.1/19470","https://scholar.google.com/scholar?cites=15665900441614373076&as_sdt=2005&sciodt=0,5&hl=en",413,"2024-07-30 23:13:48","","","","",,,,,1,0.50,1,1,2,"… Decentralized Finance (DeFi) was introduced to replicate the traditional financial … of DeFi is no different. The main objectives of this research are as follows: to understand how the DeFi …","https://sapientia.ualg.pt/bitstream/10400.1/19470/1/_DeFi%20thesis_%20Hugo%20Gomes_FINAL_VF__final%20%281%29.pdf","https://scholar.google.com/scholar?q=related:1FAPPXN1aNkJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"L Mussoi Almeida, FM Müller, MS Perlin","Risk Forecasting Comparisons in Decentralized Finance: An Approach in Constant Product Market Makers",2024,"Computational Economics","Springer","https://link.springer.com/article/10.1007/s10614-024-10585-6","",414,"2024-07-30 23:13:48","","10.1007/s10614-024-10585-6","","",,,,,0,0.00,0,3,1,"This study leverages decentralized liquidity pool data sourced from UNISWAP-V2 to forecast Value-at-Risk (VaR) and Expected Shortfall (ES) employing the Generalized …","","https://scholar.google.com/scholar?q=related:ZlD08eY0nK0J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
113,"A Capponi, R Jia","The adoption of blockchain-based decentralized exchanges",2021,"arXiv preprint arXiv:2103.08842","arxiv.org","https://arxiv.org/abs/2103.08842","https://scholar.google.com/scholar?cites=13325003085733803244&as_sdt=2005&sciodt=0,5&hl=en",415,"2024-07-30 23:13:48","","","","",,,,,113,37.67,57,2,3,"… Hence, our results indicate that not only does the blockchain affect the DeFi applications built on it, but the DeFi applications also affect the underlying blockchain. We use our model to …","https://arxiv.org/pdf/2103.08842.pdf?trk=public_post_comment-text","https://scholar.google.com/scholar?q=related:7LQlJLXr67gJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"J Müller, S Rossi, M Bianchi","Decentralized to Centralized Organizational Strategies for AI Integration in Finance",2024,"Journal of Theory and …","woodyinternational.com","https://woodyinternational.com/index.php/jtpet/article/view/25","",416,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,3,1,"… , AI's application scenarios in finance are vast and transformative. … advancements to decentralized structures enabling tailored … and generative AI in finance, highlighting significant use …","https://woodyinternational.com/index.php/jtpet/article/download/25/17","https://scholar.google.com/scholar?q=related:pFilsqdqoU4J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
146,"J Magnussen, TP Hagen, OM Kaarboe","Centralized or decentralized? A case study of Norwegian hospital reform",2007,"Social science &medicine","Elsevier","https://www.sciencedirect.com/science/article/pii/S0277953607000639","https://scholar.google.com/scholar?cites=1203667792204523115&as_sdt=2005&sciodt=0,5&hl=en",417,"2024-07-30 23:13:48","","","","",,,,,146,8.59,49,3,17,"… Another effect of the change in the financing system was that … decisions were decentralized, financing remained centralized. … to lack of transparency in the financing system and a blame …","","https://scholar.google.com/scholar?q=related:a-btzXpJtBAJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
9,"A Mavrogiorgou, A Kiourtis, G Makridis, ...","FAME: federated decentralized trusted data marketplace for embedded finance",2023,"2023 International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10215814/","https://scholar.google.com/scholar?cites=14522918263664105005&as_sdt=2005&sciodt=0,5&hl=en",418,"2024-07-30 23:13:48","","","","",,,,,9,9.00,2,4,1,"… , data economy and digital finance to develop, deploy and … , which will offer novel decentralized programmable pricing and … marketplace that supports decentralized and programmable …","","https://scholar.google.com/scholar?q=related:LVa7DzfFi8kJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"MG Asl, SB Jabeur","Tail connectedness of DeFi and CeFi with accessible banking pillars: Unveiling novel insights through wavelet and quantile cross-spectral coherence analyses",2024,"International Review of Financial Analysis","Elsevier","https://www.sciencedirect.com/science/article/pii/S1057521924003569","",419,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,2,1,"… This study evaluates the interplay between decentralized finance (DeFi) and centralized finance (CeFi) within the realm of inclusive banking by examining their foundational components…","","https://scholar.google.com/scholar?q=related:bU4tEKtLAuoJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
9,"Q Liu, L Yu, C Jia","Mover: stabilize decentralized finance system with practical risk management",2020,"… 2nd Conference on Blockchain Research & …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9223274/","https://scholar.google.com/scholar?cites=2682381625263498052&as_sdt=2005&sciodt=0,5&hl=en",420,"2024-07-30 23:13:48","","","","",,,,,9,2.25,3,3,4,"Decentralized Finance (DeFi) suffers from various financial risks nowadays. This paper presents MovER, a novel stablecoin system based on modern risk management, consisting of a …","","https://scholar.google.com/scholar?q=related:RKPdVeC7OSUJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"S Faustino","Selected Tales from Decentralized Finance",2020,"","search.proquest.com","https://search.proquest.com/openview/8ca976b7aa302e387cb72d838475a180/1?pq-origsite=gscholar&cbl=2026366&diss=y","",421,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,1,4,"… In this sense, DeFi does not completely oppose the nature of conventional financial markets … outside of high finance through ethnographic accounts of DeFi projects, identifying …","https://www.repository.utl.pt/bitstream/10400.5/23809/1/TD-SCF-2020.pdf","https://scholar.google.com/scholar?q=related:lodLNMqXDlIJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"K Okatan","AN OVERVIEW ON KEY DIGITAL ASSETS OF DECENTRALIZED FINANCE: CRYPTOCURRENCY AND NFT",2023,"PressAcademia Procedia","dergipark.org.tr","https://dergipark.org.tr/en/pub/pap/article/1247637","",422,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,1,1,"… decentralized financial technology have been reshaping various aspects of economies, opening a wider spectrum for research communities. In finance, … interest in decentralized finance …","https://dergipark.org.tr/en/download/article-file/2938849","https://scholar.google.com/scholar?q=related:owVIEeALNYsJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"B Khanchandani, M Bhutada, V Sachdev, ...","Decentralized Finance Lending with EZfinance: An Implementation and Analysis Approach",2023,"2023 4th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10170092/","",423,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,4,1,"… Abstract—This study aims to take a closer look at decentralized finance (DeFi) lending, … Unlike traditional banks, DeFi lending allows anyone to act as a lender and earn interest on …","","https://scholar.google.com/scholar?q=related:MDydPfQbCBcJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"NT Hung","Price Spillovers from Decentralized Finance to CEE Stock Markets",2024,"Politická ekonomie","polek.vse.cz","https://polek.vse.cz/pdfs/pol/2024/03/05.pdf","",424,"2024-07-30 23:13:48","PDF","","","",,,,,0,0.00,0,1,1,"… Decentralized finance (DeFi) is a brand-new disruptive … and asymmetric interplay between DeFi and CEE stock returns, … asset classes such as decentralized finance (DeFi), together …","https://polek.vse.cz/pdfs/pol/2024/03/05.pdf","https://scholar.google.com/scholar?q=related:mKsISwqL86IJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
27,"C Mertzanis","Financial supervision structure, decentralized decision-making and financing constraints",2020,"Journal of Economic Behavior &Organization","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167268120300706","https://scholar.google.com/scholar?cites=3012306183747117625&as_sdt=2005&sciodt=0,5&hl=en",425,"2024-07-30 23:13:48","","","","",,,,,27,6.75,27,1,4,"… decentralized structures of prudential supervision are associated with more binding financing … In contrast, decentralized structures of conduct of business supervision are associated with …","","https://scholar.google.com/scholar?q=related:OaL1pIPczSkJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
3,"DR Goda","Decentralized Financial Portfolio Management System Using Blockchain Technology",2020,"Asian Accounting and Auditing Advancement","hal.science","https://hal.science/hal-04561883/","https://scholar.google.com/scholar?cites=8650212021066700340&as_sdt=2005&sciodt=0,5&hl=en",426,"2024-07-30 23:13:48","","","","",,,,,3,0.75,3,1,4,"… In the end, this study advances knowledge and adoption of decentralized finance (DeFi) solutions, opening the door to a financial ecosystem that is more effective and inclusive. The …","https://hal.science/hal-04561883/document","https://scholar.google.com/scholar?q=related:NJZ-mwC6C3gJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"S Musungwini, SS Furusa","A Framework for Implementation of Decentralized Finance for Financial Inclusion of Unbanked Populations in a Developing Context. A Case of Zimbabwe",2024,"Decentralized Finance: The Impact of …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-49515-1_4","",427,"2024-07-30 23:13:48","","10.1007/978-3-031-49515-1_4","","",,,,,0,0.00,0,2,1,"… a framework for the implementation of decentralized finance to facilitate the financial inclusion … guide for the implementation of decentralized finance in developing contexts such as SSA. …","","https://scholar.google.com/scholar?q=related:GxLNsfFzfBwJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
29,"B Krishnamachari, Q Feng, E Grippo","Dynamic curves for decentralized autonomous cryptocurrency exchanges",2021,"arXiv preprint arXiv:2101.02778","arxiv.org","https://arxiv.org/abs/2101.02778","https://scholar.google.com/scholar?cites=14859634411160651091&as_sdt=2005&sciodt=0,5&hl=en",428,"2024-07-30 23:13:48","","","","",,,,,29,9.67,10,3,3,"… finance (DeFi) has been the development of decentralized cryptocurrency exchanges that can autonomously handle conversion between different cryptocurrencies. Decentralized …","https://arxiv.org/pdf/2101.02778","https://scholar.google.com/scholar?q=related:U8VmacQGOM4J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
238,"K Qin, L Zhou, B Livshits, A Gervais","Attacking the defi ecosystem with flash loans for fun and profit",2021,"International conference on financial …","Springer","https://link.springer.com/chapter/10.1007/978-3-662-64322-8_1?trk=public_post_comment-text","https://scholar.google.com/scholar?cites=12331351253473414538&as_sdt=2005&sciodt=0,5&hl=en",429,"2024-07-30 23:13:48","","10.1007/978-3-662-64322-8_1","","",,,,,238,79.33,60,4,3,"… for the nascent decentralized finance (DeFi) ecosystem. We … DeFi ecosystem. We show how malicious adversaries can efficiently maximize an attack profit and hence damage the DeFi …","https://arxiv.org/pdf/2003.03810","https://scholar.google.com/scholar?q=related:is3Zd6HCIasJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
2,"R Henríquez, FX Martínez de Osés, ...","A defi-based model for maritime trade finance",2020,"… VIII: proceedings of …","upcommons.upc.edu","https://upcommons.upc.edu/handle/2117/329931","https://scholar.google.com/scholar?cites=16083036621334100297&as_sdt=2005&sciodt=0,5&hl=en",430,"2024-07-30 23:13:48","","","","",,,,,2,0.50,1,3,4,"… DeFi-based business model could address the trade finance gap problematic. To this end, it presents a sketch of a DeFi trade finance … the reasons behind the trade finance gap, while at …","https://upcommons.upc.edu/bitstream/handle/2117/329931/20_Henr%C3%ADquez.pdf?sequence=1","https://scholar.google.com/scholar?q=related:Sbk3dJhsMt8J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"B Charoenwong, RM Kirby, J Reiter","Decentralized Finance and Financial Regulation: Limits On Mutable Turing Machines",2023,"Available at SSRN","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4597651","",431,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,3,1,"… which decentralized finance architectures allow meaningful regulations. We show via deduction that a decentralized … Compliant decentralized systems can be constructed, but only by …","","https://scholar.google.com/scholar?q=related:dfrAjQgXtKoJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"NM Nwekwo, VN Chukwuani, ...","DECODING BLOCKCHAIN TECHNOLOGY: UNVEILING THE ACCOUNTING IMPLICATIONS OF DECENTRALIZED FINANCE",2024,"… in Accounting and Finance …","sadijournals.org","https://sadijournals.org/index.php/JIRAF/article/view/647","",432,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,3,1,"… into the transformative impact of Decentralized Finance (DeFi) on … The opportunities and challenges posed by DeFi in … , such as immutability and decentralized ledgers, as well as …","https://sadijournals.org/index.php/JIRAF/article/download/647/646","https://scholar.google.com/scholar?q=related:sM-z30i320cJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
15,"D Barnes, K Jechoutek, A Young","Financing decentralized renewable energy: new approaches",1998,"Energy Issues","documents1.worldbank.org","https://documents1.worldbank.org/curated/en/935261468765892988/585559324_200410316091459/additional/multi0page.pdf","https://scholar.google.com/scholar?cites=1351107709461813212&as_sdt=2005&sciodt=0,5&hl=en",433,"2024-07-30 23:13:48","PDF","","","",,,,,15,0.58,5,3,26,"The poor are willing and able to pay for reliable energy services. This is the kernel of decentralized renewable energy’s prospects for financial success in the developing world. To date, …","https://documents1.worldbank.org/curated/en/935261468765892988/585559324_200410316091459/additional/multi0page.pdf","https://scholar.google.com/scholar?q=related:3FfDo00ZwBIJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
2,"J Reichental","Cryptocurrency QuickStart Guide: The Simplified Beginner's Guide to Digital Currencies, Bitcoin, and the Future of Decentralized Finance",2023,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=B22wEAAAQBAJ&oi=fnd&pg=PP12&dq=defi%7Cdecentralized+finance&ots=Eth6eGqq_q&sig=j8er1hWEYgmXnnjUCslV1HAkcEc","https://scholar.google.com/scholar?cites=6691735102174786119&as_sdt=2005&sciodt=0,5&hl=en",434,"2024-07-30 23:13:48","BOOK","","","",,,,,2,2.00,2,1,1,"… She's talking to some friends about launching a start-up in the DeFi space. DeFi, or decentralized finance, refers to leading-edge enterprises whose mission is to provide financial …","","https://scholar.google.com/scholar?q=related:R_IjAJ_R3VwJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
